"Subject","Start Date","Start Time","End Date","End Time","All day event","Description","Show time as","Location"
"Fast begins","9/1/2028","05:25","9/1/2028","05:25","false","Asara B’Tevet","4","Ramat Gan"
"Asara B’Tevet","9/1/2028",,,,"true","Fast commemorating the siege of Jerusalem","3","Jewish Holidays"
"Fast ends","9/1/2028","17:25","9/1/2028","17:25","false","Asara B’Tevet","4","Ramat Gan"
"Candle lighting","14/1/2028","16:39","14/1/2028","16:39","false","Parashat Vayechi","4","Ramat Gan"
"Parashat Vayechi","15/1/2028",,,,"true","","3","Torah Reading"
"Havdalah","15/1/2028","17:37","15/1/2028","17:37","false","","4","Ramat Gan"
"Hebrew Language Day","20/1/2028",,,,"true","Promotes the Hebrew language in Israel and around the world","3","Jewish Holidays"
"Candle lighting","21/1/2028","16:45","21/1/2028","16:45","false","Parashat Shemot","4","Ramat Gan"
"Parashat Shemot","22/1/2028",,,,"true","","3","Torah Reading"
"Mevarchim Chodesh Sh’vat","22/1/2028",,,,"true","Molad Sh’vat: Wed; 28 minutes and 0 chalakim after 21:00","3",""
"Havdalah","22/1/2028","17:43","22/1/2028","17:43","false","","4","Ramat Gan"
"Candle lighting","28/1/2028","16:52","28/1/2028","16:52","false","Parashat Vaera","4","Ramat Gan"
"Rosh Chodesh Sh’vat","29/1/2028",,,,"true","Start of month of Sh'vat on the Hebrew calendar","3","Jewish Holidays"
"Parashat Vaera","29/1/2028",,,,"true","Rosh Chodesh Sh’vat","3","Torah Reading"
"Havdalah","29/1/2028","17:49","29/1/2028","17:49","false","","4","Ramat Gan"
"Candle lighting","4/2/2028","16:58","4/2/2028","16:58","false","Parashat Bo","4","Ramat Gan"
"Parashat Bo","5/2/2028",,,,"true","","3","Torah Reading"
"Havdalah","5/2/2028","17:55","5/2/2028","17:55","false","","4","Ramat Gan"
"Candle lighting","11/2/2028","17:05","11/2/2028","17:05","false","Parashat Beshalach","4","Ramat Gan"
"Tu BiShvat","12/2/2028",,,,"true","New Year for Trees","3","Jewish Holidays"
"Shabbat Shirah","12/2/2028",,,,"true","Shabbat of Song","3","Jewish Holidays"
"Parashat Beshalach","12/2/2028",,,,"true","Shabbat Shirah","3","Torah Reading"
"Havdalah","12/2/2028","18:01","12/2/2028","18:01","false","","4","Ramat Gan"
"Candle lighting","18/2/2028","17:11","18/2/2028","17:11","false","Parashat Yitro","4","Ramat Gan"
"Parashat Yitro","19/2/2028",,,,"true","","3","Torah Reading"
"Havdalah","19/2/2028","18:07","19/2/2028","18:07","false","","4","Ramat Gan"
"Candle lighting","25/2/2028","17:16","25/2/2028","17:16","false","Parashat Mishpatim","4","Ramat Gan"
"Shabbat Shekalim","26/2/2028",,,,"true","Shabbat before Rosh Chodesh Adar","3","Jewish Holidays"
"Parashat Mishpatim","26/2/2028",,,,"true","Shabbat Shekalim","3","Torah Reading"
"Mevarchim Chodesh Adar","26/2/2028",,,,"true","Molad Adar: Fri; 12 minutes and 1 chalakim after 10:00","3",""
"Havdalah","26/2/2028","18:12","26/2/2028","18:12","false","","4","Ramat Gan"
"Family Day","27/2/2028",,,,"true","Yom HaMishpacha; a day to honor the family unit","3","Jewish Holidays"
"Rosh Chodesh Adar","27/2/2028",,,,"true","Start of month of Adar on the Hebrew calendar","3","Jewish Holidays"
"Rosh Chodesh Adar","28/2/2028",,,,"true","Start of month of Adar on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","3/3/2028","17:22","3/3/2028","17:22","false","Parashat Terumah","4","Ramat Gan"
"Parashat Terumah","4/3/2028",,,,"true","","3","Torah Reading"
"Havdalah","4/3/2028","18:17","4/3/2028","18:17","false","","4","Ramat Gan"
"Fast begins","9/3/2028","04:46","9/3/2028","04:46","false","Ta’anit Esther","4","Ramat Gan"
"Ta’anit Esther","9/3/2028",,,,"true","Fast of Esther","3","Jewish Holidays"
"Fast ends","9/3/2028","18:14","9/3/2028","18:14","false","Ta’anit Esther","4","Ramat Gan"
"Candle lighting","10/3/2028","17:27","10/3/2028","17:27","false","Parashat Tetzaveh","4","Ramat Gan"
"Shabbat Zachor","11/3/2028",,,,"true","Shabbat of Remembrance","3","Jewish Holidays"
"Erev Purim","11/3/2028",,,,"true","Celebration of Jewish deliverance as told by Megilat Esther","3","Jewish Holidays"
"Parashat Tetzaveh","11/3/2028",,,,"true","Shabbat Zachor","3","Torah Reading"
"Havdalah","11/3/2028","18:22","11/3/2028","18:22","false","","4","Ramat Gan"
"Purim","12/3/2028",,,,"true","Celebration of Jewish deliverance as told by Megilat Esther","3","Jewish Holidays"
"Shushan Purim","13/3/2028",,,,"true","Purim celebrated in Jerusalem and walled cities","3","Jewish Holidays"
"Candle lighting","17/3/2028","17:32","17/3/2028","17:32","false","Parashat Ki Tisa","4","Ramat Gan"
"Shabbat Parah","18/3/2028",,,,"true","Shabbat of the Red Heifer","3","Jewish Holidays"
"Parashat Ki Tisa","18/3/2028",,,,"true","Shabbat Parah","3","Torah Reading"
"Havdalah","18/3/2028","18:27","18/3/2028","18:27","false","","4","Ramat Gan"
"Candle lighting","24/3/2028","18:37","24/3/2028","18:37","false","Parashat Vayakhel-Pekudei","4","Ramat Gan"
"Shabbat HaChodesh","25/3/2028",,,,"true","Shabbat before Rosh Chodesh Nissan","3","Jewish Holidays"
"Parashat Vayakhel-Pekudei","25/3/2028",,,,"true","Shabbat HaChodesh","3","Torah Reading"
"Mevarchim Chodesh Nisan","25/3/2028",,,,"true","Molad Nisan: Sat; 56 minutes and 2 chalakim after 22:00","3",""
"Havdalah","25/3/2028","19:32","25/3/2028","19:32","false","","4","Ramat Gan"
"Rosh Chodesh Nisan","28/3/2028",,,,"true","Start of month of Nisan on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","31/3/2028","18:42","31/3/2028","18:42","false","Parashat Vayikra","4","Ramat Gan"
"Parashat Vayikra","1/4/2028",,,,"true","","3","Torah Reading"
"Havdalah","1/4/2028","19:37","1/4/2028","19:37","false","","4","Ramat Gan"
"Yom HaAliyah","6/4/2028",,,,"true","Recognizes Aliyah; immigration to the Jewish State of Israel","3","Jewish Holidays"
"Candle lighting","7/4/2028","18:46","7/4/2028","18:46","false","Parashat Tzav","4","Ramat Gan"
"Shabbat HaGadol","8/4/2028",,,,"true","Shabbat before Pesach (The Great Shabbat)","3","Jewish Holidays"
"Parashat Tzav","8/4/2028",,,,"true","Shabbat HaGadol","3","Torah Reading"
"Havdalah","8/4/2028","19:43","8/4/2028","19:43","false","","4","Ramat Gan"
"Fast begins","10/4/2028","05:03","10/4/2028","05:03","false","Ta’anit Bechorot","4","Ramat Gan"
"Ta’anit Bechorot","10/4/2028",,,,"true","Fast of the First Born","3","Jewish Holidays"
"Erev Pesach","10/4/2028",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Candle lighting","10/4/2028","18:48","10/4/2028","18:48","false","Erev Pesach","4","Ramat Gan"
"Pesach I","11/4/2028",,,,"true","Passover; the Feast of Unleavened Bread","4","Jewish Holidays"
"Havdalah","11/4/2028","19:45","11/4/2028","19:45","false","Pesach I","4","Ramat Gan"
"Pesach II (CH’’M)","12/4/2028",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach III (CH’’M)","13/4/2028",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach IV (CH’’M)","14/4/2028",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Candle lighting","14/4/2028","18:51","14/4/2028","18:51","false","Parashat Pesach Shabbat Chol ha-Moed","4","Ramat Gan"
"Pesach V (CH’’M)","15/4/2028",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Havdalah","15/4/2028","19:48","15/4/2028","19:48","false","","4","Ramat Gan"
"Pesach VI (CH’’M)","16/4/2028",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Candle lighting","16/4/2028","18:53","16/4/2028","18:53","false","Pesach VI (CH’’M)","4","Ramat Gan"
"Pesach VII","17/4/2028",,,,"true","Passover; the Feast of Unleavened Bread","4","Jewish Holidays"
"Havdalah","17/4/2028","19:49","17/4/2028","19:49","false","Pesach VII","4","Ramat Gan"
"Candle lighting","21/4/2028","18:56","21/4/2028","18:56","false","Parashat Shmini","4","Ramat Gan"
"Parashat Shmini","22/4/2028",,,,"true","","3","Torah Reading"
"Mevarchim Chodesh Iyyar","22/4/2028",,,,"true","Molad Iyyar: Mon; 40 minutes and 3 chalakim after 11:00","3",""
"Havdalah","22/4/2028","19:53","22/4/2028","19:53","false","","4","Ramat Gan"
"Yom HaShoah","24/4/2028",,,,"true","Holocaust Memorial Day","3","Jewish Holidays"
"Rosh Chodesh Iyyar","26/4/2028",,,,"true","Start of month of Iyyar on the Hebrew calendar","3","Jewish Holidays"
"Rosh Chodesh Iyyar","27/4/2028",,,,"true","Start of month of Iyyar on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","28/4/2028","19:01","28/4/2028","19:01","false","Parashat Tazria-Metzora","4","Ramat Gan"
"Parashat Tazria-Metzora","29/4/2028",,,,"true","","3","Torah Reading"
"Havdalah","29/4/2028","19:59","29/4/2028","19:59","false","","4","Ramat Gan"
"Yom HaZikaron","1/5/2028",,,,"true","Israeli Memorial Day","3","Jewish Holidays"
"Yom HaAtzma’ut","2/5/2028",,,,"true","Israeli Independence Day","3","Jewish Holidays"
"Candle lighting","5/5/2028","19:06","5/5/2028","19:06","false","Parashat Achrei Mot-Kedoshim","4","Ramat Gan"
"Parashat Achrei Mot-Kedoshim","6/5/2028",,,,"true","","3","Torah Reading"
"Havdalah","6/5/2028","20:05","6/5/2028","20:05","false","","4","Ramat Gan"
"Herzl Day","7/5/2028",,,,"true","Commemorates the life and vision of Zionist leader Theodor Herzl","3","Jewish Holidays"
"Pesach Sheni","10/5/2028",,,,"true","Second Passover; one month after Passover","3","Jewish Holidays"
"Candle lighting","12/5/2028","19:11","12/5/2028","19:11","false","Parashat Emor","4","Ramat Gan"
"Parashat Emor","13/5/2028",,,,"true","","3","Torah Reading"
"Havdalah","13/5/2028","20:10","13/5/2028","20:10","false","","4","Ramat Gan"
"Lag BaOmer","14/5/2028",,,,"true","33rd day of counting the Omer","3","Jewish Holidays"
"Candle lighting","19/5/2028","19:16","19/5/2028","19:16","false","Parashat Behar-Bechukotai","4","Ramat Gan"
"Parashat Behar-Bechukotai","20/5/2028",,,,"true","","3","Torah Reading"
"Mevarchim Chodesh Sivan","20/5/2028",,,,"true","Molad Sivan: Wed; 24 minutes and 4 chalakim after 0:00","3",""
"Havdalah","20/5/2028","20:16","20/5/2028","20:16","false","","4","Ramat Gan"
"Yom Yerushalayim","24/5/2028",,,,"true","Jerusalem Day","3","Jewish Holidays"
"Rosh Chodesh Sivan","26/5/2028",,,,"true","Start of month of Sivan on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","26/5/2028","19:20","26/5/2028","19:20","false","Parashat Bamidbar","4","Ramat Gan"
"Parashat Bamidbar","27/5/2028",,,,"true","","3","Torah Reading"
"Havdalah","27/5/2028","20:21","27/5/2028","20:21","false","","4","Ramat Gan"
"Erev Shavuot","30/5/2028",,,,"true","Festival of Weeks","3","Jewish Holidays"
"Candle lighting","30/5/2028","19:23","30/5/2028","19:23","false","Erev Shavuot","4","Ramat Gan"
"Shavuot","31/5/2028",,,,"true","Festival of Weeks","4","Jewish Holidays"
"Havdalah","31/5/2028","20:24","31/5/2028","20:24","false","Shavuot","4","Ramat Gan"
"Candle lighting","2/6/2028","19:24","2/6/2028","19:24","false","Parashat Nasso","4","Ramat Gan"
"Parashat Nasso","3/6/2028",,,,"true","","3","Torah Reading"
"Havdalah","3/6/2028","20:25","3/6/2028","20:25","false","","4","Ramat Gan"
"Candle lighting","9/6/2028","19:28","9/6/2028","19:28","false","Parashat Beha’alotcha","4","Ramat Gan"
"Parashat Beha’alotcha","10/6/2028",,,,"true","","3","Torah Reading"
"Havdalah","10/6/2028","20:29","10/6/2028","20:29","false","","4","Ramat Gan"
"Candle lighting","16/6/2028","19:31","16/6/2028","19:31","false","Parashat Sh’lach","4","Ramat Gan"
"Parashat Sh’lach","17/6/2028",,,,"true","","3","Torah Reading"
"Mevarchim Chodesh Tamuz","17/6/2028",,,,"true","Molad Tamuz: Thu; 8 minutes and 5 chalakim after 13:00","3",""
"Havdalah","17/6/2028","20:32","17/6/2028","20:32","false","","4","Ramat Gan"
"Candle lighting","23/6/2028","19:32","23/6/2028","19:32","false","Parashat Korach","4","Ramat Gan"
"Rosh Chodesh Tamuz","24/6/2028",,,,"true","Start of month of Tamuz on the Hebrew calendar","3","Jewish Holidays"
"Parashat Korach","24/6/2028",,,,"true","Rosh Chodesh Tamuz","3","Torah Reading"
"Havdalah","24/6/2028","20:33","24/6/2028","20:33","false","","4","Ramat Gan"
"Rosh Chodesh Tamuz","25/6/2028",,,,"true","Start of month of Tamuz on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","30/6/2028","19:33","30/6/2028","19:33","false","Parashat Chukat","4","Ramat Gan"
"Parashat Chukat","1/7/2028",,,,"true","","3","Torah Reading"
"Havdalah","1/7/2028","20:33","1/7/2028","20:33","false","","4","Ramat Gan"
"Candle lighting","7/7/2028","19:32","7/7/2028","19:32","false","Parashat Balak","4","Ramat Gan"
"Parashat Balak","8/7/2028",,,,"true","","3","Torah Reading"
"Havdalah","8/7/2028","20:32","8/7/2028","20:32","false","","4","Ramat Gan"
"Fast begins","11/7/2028","04:17","11/7/2028","04:17","false","Tzom Tammuz","4","Ramat Gan"
"Tzom Tammuz","11/7/2028",,,,"true","Fast commemorating breaching of the walls of Jerusalem before the destruction of the Second Temple","3","Jewish Holidays"
"Fast ends","11/7/2028","20:23","11/7/2028","20:23","false","Tzom Tammuz","4","Ramat Gan"
"Candle lighting","14/7/2028","19:30","14/7/2028","19:30","false","Parashat Pinchas","4","Ramat Gan"
"Parashat Pinchas","15/7/2028",,,,"true","","3","Torah Reading"
"Havdalah","15/7/2028","20:29","15/7/2028","20:29","false","","4","Ramat Gan"
"Candle lighting","21/7/2028","19:27","21/7/2028","19:27","false","Parashat Matot-Masei","4","Ramat Gan"
"Parashat Matot-Masei","22/7/2028",,,,"true","","3","Torah Reading"
"Mevarchim Chodesh Av","22/7/2028",,,,"true","Molad Av: Sat; 52 minutes and 6 chalakim after 1:00","3",""
"Havdalah","22/7/2028","20:25","22/7/2028","20:25","false","","4","Ramat Gan"
"Jabotinsky Day","23/7/2028",,,,"true","Commemorates the life and vision of Zionist leader Ze'ev Jabotinsky","3","Jewish Holidays"
"Rosh Chodesh Av","24/7/2028",,,,"true","Start of month of Av on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","28/7/2028","19:22","28/7/2028","19:22","false","Parashat Devarim","4","Ramat Gan"
"Shabbat Chazon","29/7/2028",,,,"true","Shabbat of Prophecy/Shabbat of Vision","3","Jewish Holidays"
"Parashat Devarim","29/7/2028",,,,"true","Shabbat Chazon","3","Torah Reading"
"Havdalah","29/7/2028","20:20","29/7/2028","20:20","false","","4","Ramat Gan"
"Fast begins","31/7/2028","19:38","31/7/2028","19:38","false","Erev Tish’a B’Av","4","Ramat Gan"
"Erev Tish’a B’Av","31/7/2028",,,,"true","The Ninth of Av","3","Jewish Holidays"
"Tish’a B’Av","1/8/2028",,,,"true","The Ninth of Av","3","Jewish Holidays"
"Fast ends","1/8/2028","20:10","1/8/2028","20:10","false","Tish’a B’Av","4","Ramat Gan"
"Candle lighting","4/8/2028","19:17","4/8/2028","19:17","false","Parashat Vaetchanan","4","Ramat Gan"
"Shabbat Nachamu","5/8/2028",,,,"true","Shabbat after Tish'a B'Av (Shabbat of Consolation)","3","Jewish Holidays"
"Parashat Vaetchanan","5/8/2028",,,,"true","Shabbat Nachamu","3","Torah Reading"
"Havdalah","5/8/2028","20:14","5/8/2028","20:14","false","","4","Ramat Gan"
"Tu B’Av","7/8/2028",,,,"true","Minor Jewish holiday of love","3","Jewish Holidays"
"Candle lighting","11/8/2028","19:10","11/8/2028","19:10","false","Parashat Eikev","4","Ramat Gan"
"Parashat Eikev","12/8/2028",,,,"true","","3","Torah Reading"
"Havdalah","12/8/2028","20:06","12/8/2028","20:06","false","","4","Ramat Gan"
"Candle lighting","18/8/2028","19:03","18/8/2028","19:03","false","Parashat Re’eh","4","Ramat Gan"
"Parashat Re’eh","19/8/2028",,,,"true","","3","Torah Reading"
"Mevarchim Chodesh Elul","19/8/2028",,,,"true","Molad Elul: Sun; 36 minutes and 7 chalakim after 14:00","3",""
"Havdalah","19/8/2028","19:58","19/8/2028","19:58","false","","4","Ramat Gan"
"Rosh Chodesh Elul","22/8/2028",,,,"true","Start of month of Elul on the Hebrew calendar","3","Jewish Holidays"
"Rosh Hashana LaBehemot","23/8/2028",,,,"true","New Year for Tithing Animals","3","Jewish Holidays"
"Rosh Chodesh Elul","23/8/2028",,,,"true","Start of month of Elul on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","25/8/2028","18:55","25/8/2028","18:55","false","Parashat Shoftim","4","Ramat Gan"
"Parashat Shoftim","26/8/2028",,,,"true","","3","Torah Reading"
"Havdalah","26/8/2028","19:49","26/8/2028","19:49","false","","4","Ramat Gan"
"Candle lighting","1/9/2028","18:46","1/9/2028","18:46","false","Parashat Ki Teitzei","4","Ramat Gan"
"Parashat Ki Teitzei","2/9/2028",,,,"true","","3","Torah Reading"
"Havdalah","2/9/2028","19:40","2/9/2028","19:40","false","","4","Ramat Gan"
"Candle lighting","8/9/2028","18:37","8/9/2028","18:37","false","Parashat Ki Tavo","4","Ramat Gan"
"Parashat Ki Tavo","9/9/2028",,,,"true","","3","Torah Reading"
"Havdalah","9/9/2028","19:31","9/9/2028","19:31","false","","4","Ramat Gan"
"Candle lighting","15/9/2028","18:28","15/9/2028","18:28","false","Parashat Nitzavim-Vayeilech","4","Ramat Gan"
"Leil Selichot","16/9/2028",,,,"true","Prayers for forgiveness in preparation for the High Holidays","3","Jewish Holidays"
"Parashat Nitzavim-Vayeilech","16/9/2028",,,,"true","","3","Torah Reading"
"Havdalah","16/9/2028","19:21","16/9/2028","19:21","false","","4","Ramat Gan"
"Erev Rosh Hashana","20/9/2028",,,,"true","The Jewish New Year","3","Jewish Holidays"
"Candle lighting","20/9/2028","18:21","20/9/2028","18:21","false","Erev Rosh Hashana","4","Ramat Gan"
"Rosh Hashana 5789","21/9/2028",,,,"true","The Jewish New Year","4","Jewish Holidays"
"Candle lighting","21/9/2028","19:15","21/9/2028","19:15","false","Rosh Hashana 5789","4","Ramat Gan"
"Rosh Hashana II","22/9/2028",,,,"true","The Jewish New Year","4","Jewish Holidays"
"Candle lighting","22/9/2028","18:19","22/9/2028","18:19","false","Rosh Hashana II","4","Ramat Gan"
"Shabbat Shuva","23/9/2028",,,,"true","Shabbat of Returning","3","Jewish Holidays"
"Parashat Ha’azinu","23/9/2028",,,,"true","Shabbat Shuva","3","Torah Reading"
"Havdalah","23/9/2028","19:12","23/9/2028","19:12","false","","4","Ramat Gan"
"Fast begins","24/9/2028","05:18","24/9/2028","05:18","false","Tzom Gedaliah","4","Ramat Gan"
"Tzom Gedaliah","24/9/2028",,,,"true","Fast of the Seventh Month","3","Jewish Holidays"
"Fast ends","24/9/2028","19:04","24/9/2028","19:04","false","Tzom Gedaliah","4","Ramat Gan"
"Erev Yom Kippur","29/9/2028",,,,"true","Day of Atonement","3","Jewish Holidays"
"Candle lighting","29/9/2028","18:09","29/9/2028","18:09","false","Erev Yom Kippur","4","Ramat Gan"
"Yom Kippur","30/9/2028",,,,"true","Day of Atonement","4","Jewish Holidays"
"Havdalah","30/9/2028","19:03","30/9/2028","19:03","false","Yom Kippur","4","Ramat Gan"
"Erev Sukkot","4/10/2028",,,,"true","Feast of Booths","3","Jewish Holidays"
"Candle lighting","4/10/2028","18:03","4/10/2028","18:03","false","Erev Sukkot","4","Ramat Gan"
"Sukkot I","5/10/2028",,,,"true","Feast of Booths","4","Jewish Holidays"
"Havdalah","5/10/2028","18:56","5/10/2028","18:56","false","Sukkot I","4","Ramat Gan"
"Sukkot II (CH’’M)","6/10/2028",,,,"true","Feast of Booths","3","Jewish Holidays"
"Candle lighting","6/10/2028","18:00","6/10/2028","18:00","false","Parashat Sukkot Shabbat Chol ha-Moed","4","Ramat Gan"
"Sukkot III (CH’’M)","7/10/2028",,,,"true","Feast of Booths","3","Jewish Holidays"
"Havdalah","7/10/2028","18:54","7/10/2028","18:54","false","","4","Ramat Gan"
"Sukkot IV (CH’’M)","8/10/2028",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot V (CH’’M)","9/10/2028",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot VI (CH’’M)","10/10/2028",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot VII (Hoshana Raba)","11/10/2028",,,,"true","Feast of Booths","3","Jewish Holidays"
"Candle lighting","11/10/2028","17:54","11/10/2028","17:54","false","Sukkot VII (Hoshana Raba)","4","Ramat Gan"
"Shmini Atzeret","12/10/2028",,,,"true","Eighth Day of Assembly","4","Jewish Holidays"
"Havdalah","12/10/2028","18:48","12/10/2028","18:48","false","Shmini Atzeret","4","Ramat Gan"
"Candle lighting","13/10/2028","17:52","13/10/2028","17:52","false","Parashat Bereshit","4","Ramat Gan"
"Parashat Bereshit","14/10/2028",,,,"true","","3","Torah Reading"
"Mevarchim Chodesh Cheshvan","14/10/2028",,,,"true","Molad Cheshvan: Wed; 4 minutes and 9 chalakim after 16:00","3",""
"Havdalah","14/10/2028","18:46","14/10/2028","18:46","false","","4","Ramat Gan"
"Rosh Chodesh Cheshvan","20/10/2028",,,,"true","Start of month of Cheshvan on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","20/10/2028","17:44","20/10/2028","17:44","false","Parashat Noach","4","Ramat Gan"
"Rosh Chodesh Cheshvan","21/10/2028",,,,"true","Start of month of Cheshvan on the Hebrew calendar","3","Jewish Holidays"
"Parashat Noach","21/10/2028",,,,"true","Rosh Chodesh Cheshvan","3","Torah Reading"
"Havdalah","21/10/2028","18:38","21/10/2028","18:38","false","","4","Ramat Gan"
"Yom HaAliyah School Observance","27/10/2028",,,,"true","Aliyah Day observed in Israeli schools","3","Jewish Holidays"
"Candle lighting","27/10/2028","17:37","27/10/2028","17:37","false","Parashat Lech-Lecha","4","Ramat Gan"
"Parashat Lech-Lecha","28/10/2028",,,,"true","","3","Torah Reading"
"Havdalah","28/10/2028","18:31","28/10/2028","18:31","false","","4","Ramat Gan"
"Yitzhak Rabin Memorial Day","1/11/2028",,,,"true","Commemorates the life of Israeli Prime Minister Yitzhak Rabin","3","Jewish Holidays"
"Candle lighting","3/11/2028","16:30","3/11/2028","16:30","false","Parashat Vayera","4","Ramat Gan"
"Parashat Vayera","4/11/2028",,,,"true","","3","Torah Reading"
"Havdalah","4/11/2028","17:26","4/11/2028","17:26","false","","4","Ramat Gan"
"Candle lighting","10/11/2028","16:25","10/11/2028","16:25","false","Parashat Chayei Sara","4","Ramat Gan"
"Parashat Chayei Sara","11/11/2028",,,,"true","","3","Torah Reading"
"Havdalah","11/11/2028","17:21","11/11/2028","17:21","false","","4","Ramat Gan"
"Sigd","16/11/2028",,,,"true","Ethiopian Jewish holiday occurring 50 days after Yom Kippur","3","Jewish Holidays"
"Candle lighting","17/11/2028","16:21","17/11/2028","16:21","false","Parashat Toldot","4","Ramat Gan"
"Parashat Toldot","18/11/2028",,,,"true","Machar Chodesh","3","Torah Reading"
"Mevarchim Chodesh Kislev","18/11/2028",,,,"true","Molad Kislev: Fri; 48 minutes and 10 chalakim after 4:00","3",""
"Havdalah","18/11/2028","17:18","18/11/2028","17:18","false","","4","Ramat Gan"
"Rosh Chodesh Kislev","19/11/2028",,,,"true","Start of month of Kislev on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","24/11/2028","16:19","24/11/2028","16:19","false","Parashat Vayetzei","4","Ramat Gan"
"Parashat Vayetzei","25/11/2028",,,,"true","","3","Torah Reading"
"Havdalah","25/11/2028","17:16","25/11/2028","17:16","false","","4","Ramat Gan"
"Ben-Gurion Day","26/11/2028",,,,"true","Commemorates the life and vision of Israel's first Prime Minister David Ben-Gurion","3","Jewish Holidays"
"Candle lighting","1/12/2028","16:17","1/12/2028","16:17","false","Parashat Vayishlach","4","Ramat Gan"
"Parashat Vayishlach","2/12/2028",,,,"true","","3","Torah Reading"
"Havdalah","2/12/2028","17:15","2/12/2028","17:15","false","","4","Ramat Gan"
"Candle lighting","8/12/2028","16:18","8/12/2028","16:18","false","Parashat Vayeshev","4","Ramat Gan"
"Parashat Vayeshev","9/12/2028",,,,"true","","3","Torah Reading"
"Havdalah","9/12/2028","17:16","9/12/2028","17:16","false","","4","Ramat Gan"
"Chanukah: 1 Candle","12/12/2028","16:56","12/12/2028","16:56","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Chanukah: 2 Candles","13/12/2028","16:56","13/12/2028","16:56","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Chanukah: 3 Candles","14/12/2028","16:57","14/12/2028","16:57","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Chanukah: 4 Candles","15/12/2028","16:19","15/12/2028","16:19","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Candle lighting","15/12/2028","16:19","15/12/2028","16:19","false","Parashat Miketz","4","Ramat Gan"
"Chanukah: 5 Candles","16/12/2028","17:18","16/12/2028","17:18","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Parashat Miketz","16/12/2028",,,,"true","","3","Torah Reading"
"Mevarchim Chodesh Tevet","16/12/2028",,,,"true","Molad Tevet: Sat; 32 minutes and 11 chalakim after 17:00","3",""
"Havdalah","16/12/2028","17:18","16/12/2028","17:18","false","","4","Ramat Gan"
"Chanukah: 6 Candles","17/12/2028","16:58","17/12/2028","16:58","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Chag HaBanot","18/12/2028",,,,"true","North African Chanukah festival of daughters","3","Jewish Holidays"
"Chanukah: 7 Candles","18/12/2028","16:58","18/12/2028","16:58","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Rosh Chodesh Tevet","18/12/2028",,,,"true","Start of month of Tevet on the Hebrew calendar","3","Jewish Holidays"
"Chanukah: 8 Candles","19/12/2028","16:59","19/12/2028","16:59","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Rosh Chodesh Tevet","19/12/2028",,,,"true","Start of month of Tevet on the Hebrew calendar","3","Jewish Holidays"
"Chanukah: 8th Day","20/12/2028",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Candle lighting","22/12/2028","16:23","22/12/2028","16:23","false","Parashat Vayigash","4","Ramat Gan"
"Parashat Vayigash","23/12/2028",,,,"true","","3","Torah Reading"
"Havdalah","23/12/2028","17:21","23/12/2028","17:21","false","","4","Ramat Gan"
"Fast begins","28/12/2028","05:22","28/12/2028","05:22","false","Asara B’Tevet","4","Ramat Gan"
"Asara B’Tevet","28/12/2028",,,,"true","Fast commemorating the siege of Jerusalem","3","Jewish Holidays"
"Fast ends","28/12/2028","17:17","28/12/2028","17:17","false","Asara B’Tevet","4","Ramat Gan"
"Candle lighting","29/12/2028","16:27","29/12/2028","16:27","false","Parashat Vayechi","4","Ramat Gan"
"Parashat Vayechi","30/12/2028",,,,"true","","3","Torah Reading"
"Havdalah","30/12/2028","17:26","30/12/2028","17:26","false","","4","Ramat Gan"
